ID	ENG (Original)	RUS (Dontaz v2.9)	note
928E6B67440DCE4062128DAF1E631552	Action Inputs	Назначение действий	
C0F8D2AF4ED021CBFA15E39F1943FC1E	Additional Animation	Дополнительная Анимация	
CFA927724D763B859B2FC79DF0F7B8D0	Additional Clay Sculptors	Дополнительные Скульпторы по Глине	
16D8B9AD49759162BE33FC9ADE4418EC	Additional Environment Art	Дополнительное Оформление Окружения	
341F6DC746198723E70EDBACB79329B2	Additional Game Design	Дополнительный Геймдизайн	
796DA3F64C55F5D36F8B66B10A13A3A5	Additional Programming	Дополнительное Программирование	
4FE2DA2F42970238B557CC89EFC188F5	Adrian Åsling Sellius - Clarinet, Saxophone and Flute	Adrian Åsling Sellius - Кларнет, саксофон и флейта	
CEB7056F400D3B42A5B384AC1E64A876	After a long while of following oversized snail-like tracks in the mud -	После долгого преследования гигантских улиткоподобных следов в грязи -	
340069084B24EC8C96EBF191A37423CB	After the end of the world	После конца света	
39F23F2346FF65233E96DC8E4396EAE4	After the fire, most of their matches were gone, and with it their hope. The old man demanded justice, and Coalhaven followed.	После пожара большая часть их спичек была уничтожена, а вместе с ними — и их надежда. Старик потребовал справедливости, и Углеград подчинился.	
A2950B2F4B6B966C9C851ABC37D66F2C	After years of searching for her son, the Weaver was convinced	После нескольких лет поисков своего сына, Ткачиха была убеждена	
894660D748B4947C2073158E86100DBA	Agnes Högberg - Violin	Agnes Högberg – Cкрипка	
FCCFB62B44504525012CBBB20AEDD2AA	Ahh but behold - a Craftsman!	Ах, узри — Ремесленник!	
032BF21440607A15222A53BCFED03595	Ahh!!	Аа!!	
C9D3D4CE468122B8215763BA4255463C	Ahh...	Ахх...	
B28F5AB64EF3313B5BB9BFAE8573D4BB	Ahh... no, it is most certainly night, or Moonbird’s hooting	Ааах... нет, сейчас определённо ночь, иначе уханье Лунокрыла	
C347599749CF1FE11DDF9C9214EA2A4D	Ain’t nothin’ gonna stop him now, looks like.	Похоже, теперь его ничто не остановит.	
1DF5959F42A0F8BCA11B0FA2D5CF252E	Alexandra Dahlberg	Alexandra Dahlberg	
ACE891D84FAA26E63D523B8AD8E84DCC	Alexandra Nilsson - Additional Cello	Alexandra Nilsson – Дополнительная Виолончель	
54F693634DAB2FCF403192A11D534BB7	Alisa Faber	Alisa Faber	
D85B117447867FBA54FD288BACB7674E	All Darkness Vanishes	Вся Тьма исчезает	
164945FB44ABDCAA12F2EE829056FC9A	All binding have been reset	Все назначения клавиш сброшены	
0FE7ED2D4D06ABB5B69F428475880466	All darkness vanishes for those who keep fire in their heart.	Вся тьма рассеивается для тех, кто хранит огонь в своём сердце.	
131C82C846D7C42C9654DAB6FDF94791	All darkness vanishes for those who keep fire in their heart.	Вся тьма рассеивается для тех, кто хранит огонь в своём сердце.	
7465C8114045571C0AEB91AC48B69DA8	All darkness vanishes...	Вся тьма рассеивается...	
9EA1DA434CA7783EA391C998C26F72BE	All darkness vanishes...	Вся тьма рассеивается...	
FCEF91414449E66D1CF098886C5E2721	All darkness vanishes...	Вся тьма рассеивается...	
66570298446BB13DA53131B2FFCD00C9	All in the name of some sort of control.	Всё во имя некоего подобия контроля.	
48FE35364F069BACF4198C96C00C4BFA	All of them dead like asked, yes, but the song...	Все они мертвы, как и требовалось, да, но песня...	
60F7FE7242D21BAB44912494E07C26C0	Alla sover	Alla sover (Все спят)	
825800E34EC2EEB4FE1EA190841B1589	Along the Walk she met the old Soulfisher with whom she’d shared many a teacup in her days.	Вдоль Тропы она встретила старого Ловца душ, с которым разделила не одну чашку чая в свои дни.	
D37DFB7C4BCA05A604F720955435C2A3	Am I right?	Я прав?	
CB24039B4669667C94AAD9B0B531D08B	Amanda Alling Andrén	Amanda Alling Andrén	
5B96B6A745A9979A9BEB128DFFA1DAC4	Amets Zurbano Ramos	Amets Zurbano Ramos	
22A89D5C4EC188EB95F0D59454DB3468	An old swamp saying.	Старая болотная поговорка.	
962550AF496FEBFDC47AD1BC6A9E223B	And I wish you the levity and grace…	И я желаю тебе лёгкости и изящества...	
FBB0C5F7486D549D7939748EC7106A7F	And I’m feelin’ a song shakin’ in my boots…	И я чувствую, как песня дрожит в моих сапогах...	
8819A0F04FF045B83A220D92231D8949	And as the Heads roll, the time of the Molgrim begins anew...	И пока катятся Головы, время Молгрима начинается заново...	
77F32E3E4C4358713A27FC8E03C52DE8	And it just keeps on goin’, don’t it.	И это всё продолжается и продолжается, не так ли.	
9AED0A7E46CB25476F9A78A6A8B829E4	And it just won’t come back - I don’t think it...	И оно просто не вернётся — я не думаю, что оно...	
5E35FB51423DC0167748CDB70B08946D	And just maybe we'll be able to die-die, for real this time.	И, возможно, мы наконец сможем умереть по-настоящему, в этот раз навсегда.	
543A6F3543AA5B93490677B4DDE18A69	And now here I am... and I have been for some time now.	И вот я здесь... и пребываю уже некоторое время.	
5E929656411013440C7EFAA133C5E075	And now there’s nothing.	И теперь ничего нет.	
DFEC08EA47846B729448A8B00F5C5339	And now there’s nothing.	И теперь ничего нет.	
E6F4789C4A2054951D42068F4A5D0435	And on you go, like a moth into the burning light…	И ты идёшь вперёд, словно мотылёк на обжигающий свет...	
1F9808804EB1E8B294EED9B3A2047D08	And one day it had gotten big enough to start walking the long road.	И однажды оно выросло достаточно большим, чтобы отправиться в долгий путь.	
4B79359341204E9E9F6076992146F258	And salutations, Burnt One. Fancy meeting one of your kind here.	И приветствую тебя, Обожжённый. Вот уж не думал встретить одного из твоих здесь.	
B0E51739483EA16C34DCEC9E0384FFCE	And so it was,	Так и случилось,	
9DCA210D4316551D4FD1DD90AF240A70	And so it was, that the Burnt One and a small flame, took a wander down the Midnight Walk.	И так случилось, что Обожжённый и маленькое пламя отправились блуждать по Полуночной Тропе.	
93A570BA46C88517B69192B5854D2FDD	And so she woke with a yawn so big it could’ve devoured the sun.	И проснулась она с зевком столь огромным, что могла бы проглотить солнце.	
686891DA4D5A1E315888DD99DA8B2550	And so the thief began to steal matches, and lit them	И тогда воровка начала красть спички и зажигать их	
91A1DD6C4D8ABE00E982558081DD40E0	And the confusion grew further into panic when she was greeted,	И замешательство переросло в панику, когда её поприветствовали,	
4AD7AD0748BB9A7E7C1E7E8F7EC41105	And the dolls did come to life. They began to dance a haunting dance around her and,	И куклы ожили. Они начали танцевать жуткий танец вокруг неё и,	
169D1CC445B8876A7D996B9C17B39F7E	And we exchange letters to this day.	И мы обмениваемся письмами по сей день.	
3E825A3043C1914B5699C38D961B141F	And we exchange letters to this day.	И мы обмениваемся письмами по сей день.	
18FD40C24BC0581CD2477AAF87086E94	And yet… with all that stuff, they didn’t	И всё же... со всем этим добром, они не	
3768C2C84DECDBE8B00230AE37E0846B	And yet… with all that stuff, they didn’t	И всё же... со всем этим добром, они не	
F1C5DE13447A546B45F33D94A8205E13	Andreas Juliusson	Andreas Juliusson	
87865A364C0A5CEF83700BAE22CBE1F1	André Jönsson	André Jönsson	
16684B7D4070A8818089C194BCB4F1E3	And… I think I have a reward for you	И... кажется, у меня есть награда для тебя	
42497DE44532192CB5C0C28413F8AEB4	And… by the powers suddenly vested in me I will-- uh…	И... властью, внезапно данной мне, я... эм...	
17314F9E41E8A5B0FF3613A23E37DAC9	Animations by	Анимации от	
D81FFDB14C4B8E0C2C9D39B5C2528B2E	Anne Westphal	Anne Westphal	
7B140730484DCB8E552428AD43F3C392	Another action is binded to the same button!	Другое действие уже привязано к этой кнопке!	
FA157D574367194DACE0F8803F703E02	Another old swamp saying went:	Другая старая болотная поговорка гласила:	
DF5A01F0479D961763F5EB8F5BF0180A	Another was stolen by the greedy Moonbird up in the hilltops.	Ещё один был украден жадным Лунокрылом на вершинах холмов.	
2406B9454B6A579E9340E4B9A92D24C5	Anthony Ingruber	Anthony Ingruber в ролях	
BCEDC0D741689FA8607EF397972566BA	Anyway. I guess I’m sad... Sad and sorry.	В любом случае. Думаю, я опечалена... Опечалена и полна сожалений.	
5B53641D4970E1CBFA76A895CADD6D33	Approaching the town, she was greeted by a crone:	Приближаясь к городу, она была встречена старухой:	
4C22694D49173ACD0EF893A932F898CC	Argh, heads up!	Аргх, выше голову!	
17AED8354D5BA508D243EAA3727BE45E	Arms and legs?	Руки и ноги?	
21689AA54A99971EF58B25AE27C7BD69	Art Director	Арт-Директор	
F3DC868B4B0E663730BA8488D3F9C63F	As his fire went...	Когда иссяк его огонь...	
7A48569547DA861F9A491184A84C2ACF	As it turned out, the whispering belonged to a pack of starving Crawlers,	Как оказалось, шёпот принадлежал стае голодных Ползунов,	
662B523143180DFD42580B8EA185C89D	As the Furnace died; one by one, so did we.	Когда Печь угасла, один за другим угасли и мы.	
0541C636468E629D876B78AE793E1A66	As the dust settled and the Somebodies saw the destruction they had wrought, their heads knew what had to be done.	Когда пыль осела и Тело-веки увидели разрушения, которые они причинили, их головы поняли, что нужно сделать.	
9E8D655F4C9D5F4B883DF68A7EDE9F85	As the fire of the world faded, so did the creatures of the woods go into deep slumber.	Как огонь мира угас, так и создания лесов погрузились в глубокую дрёму.	
A731542D416734666301549E635EEB35	As you’ve observed with your own head globes	Как ты заметил своими сферами в голове	
3EB4BDB04570E7516D74738ACEBEF298	At least your head looks attached to its shoulders and	По крайней мере, твоя голова выглядит прикреплённой к плечам и	
489EB14B4A259CAFF6F0D69440C7D5E2	Att skåda himlen om natten	Att skåda himlen om natten (Созерцать ночное небо)	
3C6D56AB4568DB6794B508981B07CA97	Audio	Аудио	
DBD305E64DC167B5B89364965FD9ABBC	Audio	Аудио	
5BCEE0724FF10CAB228AA5BBE3D3C37B	Audio Design Intern	Стажёр по Аудиодизайну	
3528D7614467AB8EC634D1B9B21E6366	Auntie Murkle	Тётушка Мёркл	
A4FECCFB4A438BB5A4B987BD3BB1E1F1	Auntie Murkle	Тётушка Мёркл	
E535391D417E175838B2D2A512D9DD54	Auntie Murkle's Bedtime Story echoes through space and time.	Сказка на ночь от Тётушки Мёркл эхом разносится сквозь пространство и время.	
